W1,W2,Z1,Z2,Z3,IV,IV2,X,M,M2,P1,D1,N1,N2,N3,N4,N5,N6,N7,Y
0.30471707975443135,0.0,0.44213644480327835,-0.36783996931302027,1.2451926537687301,0.0,0.0,0.5990202601215755,0.8929690638760288,-0.31438601990686155,-0.3155200012467209,-0.6795238298282704,0.8336493556336533,0.3687196116617114,0.33156663435735856,-0.3415197818600695,0.45987379704840414,-0.2601742765672633,-0.5241550162696733,1.8095935282877853
-1.0399841062404955,0.0,-0.5417298759332303,-0.026710106737431457,2.118209812430197,0.0,0.0,-0.36090631727759154,0.7894823563020451,-0.06326830639714229,-0.5640384093793239,-0.9006709800519722,0.2187459495404015,0.19715340541225657,0.3456174516639992,-1.1831549106226658,1.7886436306133586,0.8938879021478812,0.012187979739662125,0.4066907410245052
0.7504511958064572,1.0,0.3880210405311376,0.9554116485023117,-1.6925606735716086,0.0,0.0,0.5778760905529197,-0.5148197235203607,0.3012761556704481,0.5635322106974137,0.23362635124431366,0.16706021482672534,0.08780017856236155,1.3462120651714684,0.10756713813085739,-0.9224180921045984,-0.6810001734941195,0.2705665536176624,0.8931260139520014
0.9405647163912139,0.0,0.8572342839967073,0.23481770006375086,-0.38847682561821334,0.0,0.0,0.7062932326039354,0.17663029932954138,0.8374468377743508,0.49757827469419513,-0.6860468571594233,1.0955218801344317,0.13661824726527239,-1.5755440504513816,1.8928640439124136,-1.2276767987661397,-0.34336369314556137,-1.0636420875847028,0.4358675728036493
-1.9510351886538364,0.0,-1.3146774555203433,0.08189607433958582,-0.7422666371576447,1.0,1.0,2.067103738376251,0.8883758089847192,0.5530752620937581,-0.3462896403271577,0.008549993368803353,-1.6998361122029944,0.7896680236483534,1.827355162170418,1.8346665933758317,0.21423526383796038,0.398524746731374,0.17493545540745586,1.4185143798621627
-1.302179506862318,1.0,-0.6628159074253525,1.09914038849735,0.17250718838507423,1.0,0.0,1.4813642171693595,0.00137892597182665,0.12342296890601012,-1.6540661652606898,0.9859893300585213,-1.6567807097576366,0.5200755468873728,-0.7359816687244047,1.7330069738470528,-0.8569384539886987,-0.3347120152400107,1.0333117927949995,1.9426420537004438
0.12784040316728537,0.0,-0.5775628720229471,-0.037239260974214504,0.013401858218038697,1.0,1.0,0.8159563533329834,0.645873917860906,0.8645960049303585,0.4563781853794524,0.11722933166872415,0.45115221935433714,0.745881096617865,0.2606136474595177,0.8753777165949352,0.024176920242076794,-1.263906314282394,0.021428538008487305,1.2087088871984837
-0.3162425923435822,0.0,0.08588117562384334,0.3544445681775755,-0.23408207308014561,1.0,1.0,2.2550797332576322,2.124364578088069,1.1575867691799857,-0.7673271934413766,0.12096446070272407,-0.0979742796176687,0.1766994126569068,-0.4962530338282818,1.6812775054317555,0.6258166780332572,0.8332551571553347,0.07072008641551085,4.533521581296231
-0.016801157504288795,1.0,0.501539854498134,1.0895190232330325,1.0276043614011736,0.0,0.0,1.0330262545411368,1.8439738523906897,0.5744147008405793,0.21434107537030897,0.2051467089084181,0.5274683035800167,0.3051726831269679,-1.156009298929351,1.1708141865459667,0.6541339801672779,-0.8286038865173898,-0.3689906918103114,3.978220832321181
-0.85304392757358,0.0,-0.4366550390192836,-0.3560799212102473,-1.1014142111807836,1.0,0.0,-0.2575060410145168,-0.5164794709291138,-0.4843782050632792,0.15115723167903694,-1.6930989902853932,-0.961931929163597,0.9823054493384537,0.4615904770373311,-0.5000399130414197,-0.8423425120628405,-0.5199762424297129,-1.305941369010549,-3.0040250376843547
