W1,W2,Z1,Z2,Z3,IV,IV2,X,M,M2,P1,D1,N1,N2,N3,N4,N5,N6,N7,Y
0.48968077961378614,0.0,-0.19422411268579326,0.06163301529084772,-0.5134417670936157,0.0,1.0,0.6973383218723241,0.031615603826721406,0.6055218931029789,-0.6148412714227114,0.376293213083402,-0.2214575082476754,0.71181006770792,0.9016403239698255,0.9418031489683235,-0.6859929418813372,-0.9034453162844358,0.829051717987484,0.34754189622676324
0.9679905861688154,1.0,1.0788564090529795,1.1686174850203026,-0.17224357258248202,0.0,0.0,0.8735194167187156,0.16019518639995878,-0.24337157529513387,-0.10084428853474103,0.22945340821082194,0.7508627784306767,0.12475744401755562,6.379442703990365,0.2796405071244321,-0.030768046130961624,-0.5575318166233518,0.46689643339238146,1.3918006403575407
-0.024902633373061672,1.0,0.47330064886244544,0.7081285894012452,-0.3537719986271577,1.0,1.0,2.7172881119069956,1.5623619911025701,1.8615757630990593,0.08342372775195783,0.520651366126649,0.43940533562926654,0.05969079856572301,2.839481001381627,1.6767007776128007,1.0132944006344504,0.7342816924015578,1.0078292066960373,5.390490340002286
0.8170873490395495,0.0,-0.08249606460192704,0.14115438501923244,-0.23754529124432677,1.0,0.0,1.0138500188973611,1.2179920047901556,1.2668628623574683,1.9438804426084848,-0.131986686214555,-0.19540928671509378,0.4481364749570417,0.15611911822594704,0.6056865073335541,0.7905192606556624,3.0699737093706627,0.05669724937678167,2.1553823326907082
0.6947681050011598,0.0,1.2636969114127041,0.35312934372745036,0.11705932114560502,1.0,1.0,3.1627609116390163,2.667496466362512,2.784241298781239,0.792751254918487,-0.5731407648336942,0.9902735105194047,0.18497086827549014,1.043143678805962,2.3793760780937387,1.0864368433401859,0.4146757090588231,1.4799290558039875,5.782109212857586
-0.7846008029025748,0.0,-0.08629111806307732,0.20982651660293297,-0.61278543519844,1.0,0.0,1.6894974300784205,1.1756928732620662,0.5436917503419202,0.9146765112897919,0.3019758521520475,-0.2370989496281567,0.8070578587499789,-1.788361165490497,0.7257088109826223,0.6465881166832217,1.1803384450828998,-0.005626668839200377,1.6352740294223873
-0.25528251503618254,0.0,-0.44600946797493696,0.3728339895110003,-0.6488902558896208,0.0,0.0,-0.21028348193108704,-0.25877989313816807,-1.6995014579394638,-0.540818931485122,-0.00846894793779418,-0.34630777846359084,0.5419443028485235,-0.5677832374391314,-0.09205722240245623,-0.10717236836476972,-0.8360410407628319,0.5168152130228962,-2.861805523658453
-0.1934423777226971,1.0,0.0696622860998439,0.9547800478885987,1.297372498253702,1.0,1.0,3.3704084382264097,3.06765474745663,1.5529052100702003,-0.6717586562562006,1.0014886819816766,-0.01840842773455026,0.8551218196138982,-0.6183457314395113,2.0904605031875576,1.4515928141794645,1.30471150385914,-1.0856378231367367,7.322906280685026
0.5075064234568422,1.0,-0.32372433309696774,1.4076241955491602,0.2417265895772962,1.0,0.0,2.0202712038892825,0.8221335003762468,0.7297843475375702,-0.9511104999370767,0.010562212331363341,-0.1758693955537593,0.3894580245266084,0.19192807319969254,1.5956595636260733,0.6105077915349502,-0.9352126003041783,0.009004321838279294,2.9086434839326465
0.5567914058657636,0.0,0.328942380687037,-0.06246952614518763,-0.5732230079096203,1.0,1.0,2.1168686818168174,1.9849494648942945,1.0777023651669244,1.628010368690025,-0.026384985174726094,0.23854537108988977,0.9219210676919546,-0.014869784865160699,1.1715945784011688,0.3987439004577712,-0.9534087716873917,-0.2641483018237688,3.6290330760043656
0.4702524781837061,0.0,0.10041443592821192,0.635307729002646,-0.8299669958914064,1.0,0.0,1.4534460587167162,-0.07949420320381018,0.6546733504022313,-1.0445168445623858,0.22807767466898743,0.06651675664517973,0.9772538744015612,1.5087581627123101,2.437940530902939,0.10286955276355467,-0.6640601817915066,1.2875430557930474,1.7294629302948787
-1.2304516873952012,0.0,-0.8278666196025912,0.17208222671824602,0.2148574018591427,0.0,1.0,0.5728273546919316,0.588271623208652,0.6316755226940018,-0.9076472524961472,-0.2619521449039326,-0.6541992441450529,0.5522975826620732,0.9802089216596576,0.2940445267376031,1.0700026714722086,1.5912244648668352,0.23433100688282843,0.12818015987714948
